Treatment,GeneExpression
Control,9.982986112
Control,13.0810651
Control,14.13212789
Control,10.81466136
Control,10.26937138
Control,9.377632912
Control,10.2299334
Control,9.121078044
Control,11.6030293
Control,6.353901228
Control,10.35681221
Control,11.0689398
Control,9.113280287
Control,10.70081743
Control,8.474347062
Control,6.738023326
Control,9.345126701
Control,10.02894428
Control,7.611137984
Control,5.719267895
Control,12.70402734
Control,13.43398684
Control,4.950626039
Control,11.73572697
Control,10.00522127
Control,11.19410691
Control,13.46601069
Control,9.715195802
Control,11.16831094
Control,8.786826553
Control,10.42566761
Control,10.40902129
Control,8.21889821
Control,9.999664506
Control,12.33668592
Control,8.808145809
Control,12.3264444
Control,11.8176593
Control,12.13216284
Control,8.762918904
Control,14.33663104
Control,10.15302958
Control,9.865993086
Control,10.11877826
Control,9.162981106
Control,5.587965137
Control,9.048491562
Control,11.75508053
Control,10.49272325
Control,8.689640189
Treatment,15.99986296
Treatment,18.28817237
Treatment,19.27017699
Treatment,16.11425113
Treatment,11.06651514
Treatment,15.03572217
Treatment,17.64339857
Treatment,15.93836641
Treatment,12.17502872
Treatment,17.78883423
Treatment,14.18171082
Treatment,19.1220882
Treatment,13.59630448
Treatment,19.15745043
Treatment,15.24082284
Treatment,11.2790246
Treatment,11.55767863
Treatment,14.99287341
Treatment,12.25987114
Treatment,14.60611098
Treatment,15.55909889
Treatment,16.82880604
Treatment,15.9984869
Treatment,16.64824275
Treatment,15.08851289
Treatment,15.07416785
Treatment,14.45743864
Treatment,11.80485476
Treatment,13.69947541
Treatment,14.81561495
Treatment,10.96279648
Treatment,17.78534235
Treatment,15.7474804
Treatment,14.97831898
Treatment,14.57681682
Treatment,18.27936348
Treatment,14.96467402
Treatment,13.71375079
Treatment,19.80153782
Treatment,15.11529782
Treatment,12.07688056
Treatment,15.97574508
Treatment,15.37384592
Treatment,15.03843584
Treatment,15.722244
Treatment,13.51132361
Treatment,16.40469785
Treatment,16.79452589
Treatment,19.23475685
Treatment,15.68132048
